date,year,month,soi
1986-06-01,1986,6,1.6
1986-07-01,1986,7,0.3
1986-07-01,1986,7,0.5
1986-08-01,1986,8,-0.6
1986-08-01,1986,8,-0.4
1986-09-01,1986,9,-0.8
1986-09-01,1986,9,-0.5
1986-10-01,1986,10,0.6
1986-10-01,1986,10,1.1
1986-11-01,1986,11,-2.0
1986-11-01,1986,11,-1.2
1986-12-01,1986,12,-2.4
1986-12-01,1986,12,-1.4
1987-01-01,1987,1,-0.7
1987-01-01,1987,1,-1.1
1987-02-01,1987,2,-1.2
1987-02-01,1987,2,-2.1
1987-03-01,1987,3,-2.1
1987-03-01,1987,3,-1.3
1987-04-01,1987,4,-1.4
1987-04-01,1987,4,-2.3
1987-05-01,1987,5,-1.3
1987-05-01,1987,5,-2.1
1987-06-01,1987,6,-1.1
1987-06-01,1987,6,-1.8
1987-07-01,1987,7,-1.4
1987-07-01,1987,7,-2.2
1987-08-01,1987,8,-1.5
1987-08-01,1987,8,-0.9
1987-09-01,1987,9,-1.0
1987-09-01,1987,9,-1.7
1987-10-01,1987,10,-0.4
1987-10-01,1987,10,-0.6
1987-11-01,1987,11,-0.0
1987-11-01,1987,11,-0.0
1987-12-01,1987,12,-0.5
1987-12-01,1987,12,-0.8
1988-01-01,1988,1,-0.2
1988-01-01,1988,1,-0.1
1988-02-01,1988,2,-0.6
1988-02-01,1988,2,-0.4
1988-03-01,1988,3,1.1
1988-03-01,1988,3,0.6
1988-04-01,1988,4,0.2
1988-04-01,1988,4,0.1
1988-05-01,1988,5,1.5
1988-05-01,1988,5,0.9
1988-06-01,1988,6,0.1
1988-06-01,1988,6,0.1
1988-07-01,1988,7,1.7
1988-07-01,1988,7,1.0
1988-08-01,1988,8,2.5
1988-08-01,1988,8,1.5
1988-09-01,1988,9,1.8
1988-09-01,1988,9,3.0
1988-10-01,1988,10,1.4
1988-10-01,1988,10,2.3
1988-11-01,1988,11,1.7
1988-11-01,1988,11,2.8
1988-12-01,1988,12,2.0
1988-12-01,1988,12,1.2
1989-01-01,1989,1,1.5
1989-01-01,1989,1,2.5
1989-02-01,1989,2,1.2
1989-02-01,1989,2,2.0
1989-03-01,1989,3,1.1
1989-03-01,1989,3,1.8
1989-04-01,1989,4,2.7
1989-04-01,1989,4,1.6
1989-05-01,1989,5,1.2
1989-05-01,1989,5,2.0
1989-06-01,1989,6,0.7
1989-06-01,1989,6,1.2
1989-07-01,1989,7,1.5
1989-07-01,1989,7,0.9
1989-08-01,1989,8,-0.5
1989-08-01,1989,8,-0.3
1989-09-01,1989,9,0.8
1989-09-01,1989,9,0.5
1989-10-01,1989,10,1.3
1989-10-01,1989,10,0.8
1989-11-01,1989,11,-0.4
1989-11-01,1989,11,-0.2
1989-12-01,1989,12,-0.5
1989-12-01,1989,12,-0.9
1990-01-01,1990,1,-0.1
1990-01-01,1990,1,-0.1
1990-02-01,1990,2,-3.0
1990-02-01,1990,2,-1.8
1990-03-01,1990,3,-0.7
1990-03-01,1990,3,-0.4
1990-04-01,1990,4,0.2
1990-04-01,1990,4,0.3
1990-05-01,1990,5,1.2
1990-05-01,1990,5,2.0
1990-06-01,1990,6,0.5
1990-06-01,1990,6,0.3
1990-07-01,1990,7,0.9
1990-07-01,1990,7,0.5
1990-08-01,1990,8,-0.3
1990-08-01,1990,8,-0.2
1990-09-01,1990,9,-1.2
1990-09-01,1990,9,-0.7
1990-10-01,1990,10,0.3
1990-10-01,1990,10,0.4
1990-11-01,1990,11,-0.5
1990-11-01,1990,11,-0.8
1990-12-01,1990,12,-0.2
1990-12-01,1990,12,-0.4
1991-01-01,1991,1,0.6
1991-01-01,1991,1,1.0
1991-02-01,1991,2,0.3
1991-02-01,1991,2,0.4
1991-03-01,1991,3,-0.7
1991-03-01,1991,3,-1.1
1991-04-01,1991,4,-1.0
1991-04-01,1991,4,-0.6
1991-05-01,1991,5,-1.7
1991-05-01,1991,5,-1.0
1991-06-01,1991,6,-0.2
1991-06-01,1991,6,-0.1
1991-07-01,1991,7,0.0
1991-07-01,1991,7,0.0
1991-08-01,1991,8,-0.7
1991-08-01,1991,8,-0.4
1991-09-01,1991,9,-2.5
1991-09-01,1991,9,-1.5
1991-10-01,1991,10,-1.7
1991-10-01,1991,10,-1.0
1991-11-01,1991,11,-0.7
1991-11-01,1991,11,-1.1
1991-12-01,1991,12,-2.9
1991-12-01,1991,12,-1.8
1992-01-01,1992,1,-4.7
1992-01-01,1992,1,-2.9
1992-02-01,1992,2,-1.5
1992-02-01,1992,2,-0.9
1992-03-01,1992,3,-3.3
1992-03-01,1992,3,-2.0
1992-04-01,1992,4,-1.7
1992-04-01,1992,4,-1.0
1992-05-01,1992,5,0.3
1992-05-01,1992,5,0.4
1992-06-01,1992,6,-1.0
1992-06-01,1992,6,-0.6
1992-07-01,1992,7,-1.0
1992-07-01,1992,7,-0.6
1992-08-01,1992,8,0.6
1992-08-01,1992,8,0.4
1992-09-01,1992,9,0.1
1992-09-01,1992,9,0.1
1992-10-01,1992,10,-2.3
1992-10-01,1992,10,-1.4
1992-11-01,1992,11,-0.7
1992-11-01,1992,11,-1.1
1992-12-01,1992,12,-0.6
1992-12-01,1992,12,-0.9
1993-01-01,1993,1,-0.9
1993-01-01,1993,1,-1.5
1993-02-01,1993,2,-0.7
1993-02-01,1993,2,-1.2
1993-03-01,1993,3,-0.8
1993-03-01,1993,3,-0.5
1993-04-01,1993,4,-1.9
1993-04-01,1993,4,-1.2
1993-05-01,1993,5,-0.6
1993-05-01,1993,5,-0.3
1993-06-01,1993,6,-1.4
1993-06-01,1993,6,-0.8
1993-07-01,1993,7,-1.3
1993-07-01,1993,7,-0.8
1993-08-01,1993,8,-1.6
1993-08-01,1993,8,-0.9
1993-09-01,1993,9,-0.7
1993-09-01,1993,9,-1.2
1993-10-01,1993,10,-1.1
1993-10-01,1993,10,-1.8
1993-11-01,1993,11,-0.1
1993-11-01,1993,11,-0.1
1993-12-01,1993,12,0.2
1993-12-01,1993,12,0.3
1994-01-01,1994,1,-0.1
1994-01-01,1994,1,-0.2
1994-02-01,1994,2,0.4
1994-02-01,1994,2,0.3
1994-03-01,1994,3,-0.7
1994-03-01,1994,3,-1.1
1994-04-01,1994,4,-1.3
1994-04-01,1994,4,-2.1
1994-05-01,1994,5,-1.1
1994-05-01,1994,5,-0.7
1994-06-01,1994,6,-0.7
1994-06-01,1994,6,-0.4
1994-07-01,1994,7,-2.2
1994-07-01,1994,7,-1.3
1994-08-01,1994,8,-2.0
1994-08-01,1994,8,-1.2
1994-09-01,1994,9,-1.6
1994-09-01,1994,9,-2.6
1994-10-01,1994,10,-1.9
1994-10-01,1994,10,-1.1
1994-11-01,1994,11,-0.6
1994-11-01,1994,11,-0.9
1994-12-01,1994,12,-2.0
1994-12-01,1994,12,-1.2
1995-01-01,1995,1,-0.4
1995-01-01,1995,1,-0.7
1995-02-01,1995,2,-0.1
1995-02-01,1995,2,-0.2
1995-03-01,1995,3,0.8
1995-03-01,1995,3,1.2
1995-04-01,1995,4,-1.1
1995-04-01,1995,4,-0.7
1995-05-01,1995,5,-0.6
1995-05-01,1995,5,-0.4
1995-06-01,1995,6,0.2
1995-06-01,1995,6,0.1
1995-07-01,1995,7,0.7
1995-07-01,1995,7,0.4
1995-08-01,1995,8,0.3
1995-08-01,1995,8,0.5
1995-09-01,1995,9,0.3
1995-09-01,1995,9,0.4
1995-10-01,1995,10,0.0
1995-10-01,1995,10,0.0
1995-11-01,1995,11,0.1
1995-11-01,1995,11,0.0
1995-12-01,1995,12,-0.8
1995-12-01,1995,12,-0.5
1996-01-01,1996,1,1.6
1996-01-01,1996,1,1.0
1996-02-01,1996,2,0.4
1996-02-01,1996,2,0.3
1996-03-01,1996,3,1.1
1996-03-01,1996,3,1.9
1996-04-01,1996,4,1.3
1996-04-01,1996,4,0.8
1996-05-01,1996,5,0.3
1996-05-01,1996,5,0.5
1996-06-01,1996,6,1.2
1996-06-01,1996,6,1.9
1996-07-01,1996,7,0.7
1996-07-01,1996,7,1.1
1996-08-01,1996,8,1.2
1996-08-01,1996,8,0.7
1996-09-01,1996,9,1.0
1996-09-01,1996,9,0.6
1996-10-01,1996,10,0.6
1996-10-01,1996,10,1.0
1996-11-01,1996,11,-0.1
1996-11-01,1996,11,-0.1
1996-12-01,1996,12,0.9
1996-12-01,1996,12,1.5
1997-01-01,1997,1,0.5
1997-01-01,1997,1,0.8
1997-02-01,1997,2,1.7
1997-02-01,1997,2,2.9
1997-03-01,1997,3,-0.7
1997-03-01,1997,3,-0.4
1997-04-01,1997,4,-1.0
1997-04-01,1997,4,-0.6
1997-05-01,1997,5,-1.3
1997-05-01,1997,5,-2.2
1997-06-01,1997,6,-1.4
1997-06-01,1997,6,-2.3
1997-07-01,1997,7,-0.8
1997-07-01,1997,7,-1.2
1997-08-01,1997,8,-2.4
1997-08-01,1997,8,-1.4
1997-09-01,1997,9,-1.4
1997-09-01,1997,9,-2.4
1997-10-01,1997,10,-2.4
1997-10-01,1997,10,-1.5
1997-11-01,1997,11,-1.2
1997-11-01,1997,11,-2.0
1997-12-01,1997,12,-1.0
1997-12-01,1997,12,-1.6
1998-01-01,1998,1,-2.7
1998-01-01,1998,1,-4.4
1998-02-01,1998,2,-3.4
1998-02-01,1998,2,-2.0
1998-03-01,1998,3,-2.4
1998-03-01,1998,3,-4.0
1998-04-01,1998,4,-2.4
1998-04-01,1998,4,-1.4
1998-05-01,1998,5,0.4
1998-05-01,1998,5,0.3
1998-06-01,1998,6,1.6
1998-06-01,1998,6,1.0
1998-07-01,1998,7,1.2
1998-07-01,1998,7,2.0
1998-08-01,1998,8,1.2
1998-08-01,1998,8,1.9
1998-09-01,1998,9,1.7
1998-09-01,1998,9,1.0
1998-10-01,1998,10,1.8
1998-10-01,1998,10,1.1
1998-11-01,1998,11,1.0
1998-11-01,1998,11,1.7
1998-12-01,1998,12,2.3
1998-12-01,1998,12,1.4
1999-01-01,1999,1,1.8
1999-01-01,1999,1,3.0
1999-02-01,1999,2,1.6
1999-02-01,1999,2,1.0
1999-03-01,1999,3,2.1
1999-03-01,1999,3,1.3
1999-04-01,1999,4,1.4
1999-04-01,1999,4,2.3
1999-05-01,1999,5,0.4
1999-05-01,1999,5,0.2
1999-06-01,1999,6,0.3
1999-06-01,1999,6,0.4
1999-07-01,1999,7,0.5
1999-07-01,1999,7,0.9
1999-08-01,1999,8,0.4
1999-08-01,1999,8,0.6
1999-09-01,1999,9,-0.1
1999-09-01,1999,9,-0.1
1999-10-01,1999,10,1.0
1999-10-01,1999,10,1.6
1999-11-01,1999,11,1.7
1999-11-01,1999,11,1.0
1999-12-01,1999,12,1.4
1999-12-01,1999,12,2.4
2000-01-01,2000,1,1.1
2000-01-01,2000,1,0.7
2000-02-01,2000,2,2.7
2000-02-01,2000,2,1.7
2000-03-01,2000,3,1.3
2000-03-01,2000,3,2.2
2000-04-01,2000,4,2.0
2000-04-01,2000,4,1.2
2000-05-01,2000,5,0.4
2000-05-01,2000,5,0.6
2000-06-01,2000,6,-0.2
2000-06-01,2000,6,-0.3
2000-07-01,2000,7,-0.2
2000-07-01,2000,7,-0.3
2000-08-01,2000,8,0.7
2000-08-01,2000,8,1.2
2000-09-01,2000,9,0.9
2000-09-01,2000,9,1.4
2000-10-01,2000,10,1.8
2000-10-01,2000,10,1.1
2000-11-01,2000,11,1.8
2000-11-01,2000,11,3.0
2000-12-01,2000,12,1.3
2000-12-01,2000,12,0.8
2001-01-01,2001,1,1.6
2001-01-01,2001,1,1.0
2001-02-01,2001,2,2.8
2001-02-01,2001,2,1.7
2001-03-01,2001,3,1.5
2001-03-01,2001,3,0.9
2001-04-01,2001,4,0.3
2001-04-01,2001,4,0.2
2001-05-01,2001,5,-0.5
2001-05-01,2001,5,-0.8
2001-06-01,2001,6,0.3
2001-06-01,2001,6,0.5
2001-07-01,2001,7,-0.3
2001-07-01,2001,7,-0.2
2001-08-01,2001,8,-0.4
2001-08-01,2001,8,-0.7
2001-09-01,2001,9,0.2
2001-09-01,2001,9,0.3
2001-10-01,2001,10,-0.0
2001-10-01,2001,10,-0.1
2001-11-01,2001,11,0.7
2001-11-01,2001,11,1.1
2001-12-01,2001,12,-0.8
2001-12-01,2001,12,-1.4
2002-01-01,2002,1,0.4
2002-01-01,2002,1,0.7
2002-02-01,2002,2,1.8
2002-02-01,2002,2,1.1
2002-03-01,2002,3,-0.2
2002-03-01,2002,3,-0.4
2002-04-01,2002,4,-0.1
2002-04-01,2002,4,-0.1
2002-05-01,2002,5,-0.8
2002-05-01,2002,5,-1.4
2002-06-01,2002,6,-0.4
2002-06-01,2002,6,-0.2
2002-07-01,2002,7,-0.5
2002-07-01,2002,7,-0.8
2002-08-01,2002,8,-1.0
2002-08-01,2002,8,-1.6
2002-09-01,2002,9,-0.6
2002-09-01,2002,9,-1.0
2002-10-01,2002,10,-0.6
2002-10-01,2002,10,-0.4
2002-11-01,2002,11,-0.5
2002-11-01,2002,11,-0.7
2002-12-01,2002,12,-1.1
2002-12-01,2002,12,-1.8
2003-01-01,2003,1,-0.2
2003-01-01,2003,1,-0.3
2003-02-01,2003,2,-0.7
2003-02-01,2003,2,-1.1
2003-03-01,2003,3,-0.3
2003-03-01,2003,3,-0.5
2003-04-01,2003,4,-0.1
2003-04-01,2003,4,-0.2
2003-05-01,2003,5,-0.3
2003-05-01,2003,5,-0.5
2003-06-01,2003,6,-1.0
2003-06-01,2003,6,-0.6
2003-07-01,2003,7,0.5
2003-07-01,2003,7,0.3
2003-08-01,2003,8,0.1
2003-08-01,2003,8,0.2
2003-09-01,2003,9,-0.1
2003-09-01,2003,9,-0.2
2003-10-01,2003,10,0.0
2003-10-01,2003,10,0.0
2003-11-01,2003,11,-0.3
2003-11-01,2003,11,-0.5
2003-12-01,2003,12,1.8
2003-12-01,2003,12,1.1
2004-01-01,2004,1,-2.2
2004-01-01,2004,1,-1.3
2004-02-01,2004,2,2.0
2004-02-01,2004,2,1.2
2004-03-01,2004,3,0.7
2004-03-01,2004,3,0.4
2004-04-01,2004,4,-1.5
2004-04-01,2004,4,-0.9
2004-05-01,2004,5,1.7
2004-05-01,2004,5,1.0
2004-06-01,2004,6,-0.8
2004-06-01,2004,6,-1.4
2004-07-01,2004,7,-0.5
2004-07-01,2004,7,-0.8
2004-08-01,2004,8,-0.5
2004-08-01,2004,8,-0.3
2004-09-01,2004,9,-0.3
2004-09-01,2004,9,-0.6
2004-10-01,2004,10,-0.1
2004-10-01,2004,10,-0.1
2004-11-01,2004,11,-0.7
2004-11-01,2004,11,-1.1
2004-12-01,2004,12,-1.3
2004-12-01,2004,12,-0.8
2005-01-01,2005,1,0.6
2005-01-01,2005,1,0.3
2005-02-01,2005,2,-5.2
2005-02-01,2005,2,-3.1
2005-03-01,2005,3,0.3
2005-03-01,2005,3,0.5
2005-04-01,2005,4,-1.0
2005-04-01,2005,4,-0.6
2005-05-01,2005,5,-1.3
2005-05-01,2005,5,-0.8
2005-06-01,2005,6,0.4
2005-06-01,2005,6,0.7
2005-07-01,2005,7,0.3
2005-07-01,2005,7,0.2
2005-08-01,2005,8,-0.6
2005-08-01,2005,8,-0.3
2005-09-01,2005,9,0.6
2005-09-01,2005,9,0.4
2005-10-01,2005,10,2.0
2005-10-01,2005,10,1.2
2005-11-01,2005,11,-0.2
2005-11-01,2005,11,-0.3
2005-12-01,2005,12,-0.0
2005-12-01,2005,12,-0.0
2006-01-01,2006,1,1.7
2006-01-01,2006,1,2.7
2006-02-01,2006,2,0.2
2006-02-01,2006,2,0.1
2006-03-01,2006,3,2.9
2006-03-01,2006,3,1.8
2006-04-01,2006,4,1.8
2006-04-01,2006,4,1.1
2006-05-01,2006,5,-0.8
2006-05-01,2006,5,-0.5
2006-06-01,2006,6,-0.2
2006-06-01,2006,6,-0.4
2006-07-01,2006,7,-0.6
2006-07-01,2006,7,-1.0
2006-08-01,2006,8,-1.7
2006-08-01,2006,8,-1.0
2006-09-01,2006,9,-1.0
2006-09-01,2006,9,-0.6
2006-10-01,2006,10,-2.1
2006-10-01,2006,10,-1.3
2006-11-01,2006,11,0.1
2006-11-01,2006,11,0.1
2006-12-01,2006,12,-0.3
2006-12-01,2006,12,-0.5
2007-01-01,2007,1,-1.3
2007-01-01,2007,1,-0.8
2007-02-01,2007,2,-0.1
2007-02-01,2007,2,-0.1
2007-03-01,2007,3,0.3
2007-03-01,2007,3,0.2
2007-04-01,2007,4,-0.1
2007-04-01,2007,4,-0.2
2007-05-01,2007,5,-0.1
2007-05-01,2007,5,-0.2
2007-06-01,2007,6,0.5
2007-06-01,2007,6,0.9
2007-07-01,2007,7,-0.5
2007-07-01,2007,7,-0.3
2007-08-01,2007,8,0.4
2007-08-01,2007,8,0.7
2007-09-01,2007,9,0.3
2007-09-01,2007,9,0.2
2007-10-01,2007,10,0.7
2007-10-01,2007,10,1.2
2007-11-01,2007,11,0.9
2007-11-01,2007,11,1.4
2007-12-01,2007,12,2.7
2007-12-01,2007,12,1.7
2008-01-01,2008,1,1.8
2008-01-01,2008,1,2.9
2008-02-01,2008,2,2.6
2008-02-01,2008,2,4.4
2008-03-01,2008,3,1.4
2008-03-01,2008,3,2.4
2008-04-01,2008,4,0.7
2008-04-01,2008,4,1.1
2008-05-01,2008,5,-0.1
2008-05-01,2008,5,-0.1
2008-06-01,2008,6,1.0
2008-06-01,2008,6,0.6
2008-07-01,2008,7,0.5
2008-07-01,2008,7,0.3
2008-08-01,2008,8,1.0
2008-08-01,2008,8,1.7
2008-09-01,2008,9,2.0
2008-09-01,2008,9,1.2
2008-10-01,2008,10,2.1
2008-10-01,2008,10,1.3
2008-11-01,2008,11,2.2
2008-11-01,2008,11,1.3
2008-12-01,2008,12,2.4
2008-12-01,2008,12,1.4
2009-01-01,2009,1,1.1
2009-01-01,2009,1,1.8
2009-02-01,2009,2,1.9
2009-02-01,2009,2,3.1
2009-03-01,2009,3,0.4
2009-03-01,2009,3,0.7
2009-04-01,2009,4,0.8
2009-04-01,2009,4,1.3
2009-05-01,2009,5,-0.2
2009-05-01,2009,5,-0.1
2009-06-01,2009,6,0.2
2009-06-01,2009,6,0.1
2009-07-01,2009,7,0.2
2009-07-01,2009,7,0.4
2009-08-01,2009,8,-0.2
2009-08-01,2009,8,-0.3
2009-09-01,2009,9,0.3
2009-09-01,2009,9,0.5
2009-10-01,2009,10,-1.2
2009-10-01,2009,10,-2.0
2009-11-01,2009,11,-0.6
2009-11-01,2009,11,-1.0
2009-12-01,2009,12,-1.2
2009-12-01,2009,12,-0.7
2010-01-01,2010,1,-1.8
2010-01-01,2010,1,-1.1
2010-02-01,2010,2,-2.4
2010-02-01,2010,2,-1.5
2010-03-01,2010,3,-0.7
2010-03-01,2010,3,-1.1
2010-04-01,2010,4,1.2
2010-04-01,2010,4,2.0
2010-05-01,2010,5,0.9
2010-05-01,2010,5,1.5
2010-06-01,2010,6,0.6
2010-06-01,2010,6,0.4
2010-07-01,2010,7,3.0
2010-07-01,2010,7,1.8
2010-08-01,2010,8,1.8
2010-08-01,2010,8,3.0
2010-09-01,2010,9,3.7
2010-09-01,2010,9,2.2
2010-10-01,2010,10,1.7
2010-10-01,2010,10,2.9
2010-11-01,2010,11,1.3
2010-11-01,2010,11,2.1
2010-12-01,2010,12,2.9
2010-12-01,2010,12,4.8
2011-01-01,2011,1,3.8
2011-01-01,2011,1,2.3
2011-02-01,2011,2,4.5
2011-02-01,2011,2,2.7
2011-03-01,2011,3,4.2
2011-03-01,2011,3,2.5
2011-04-01,2011,4,1.9
2011-04-01,2011,4,3.1
2011-05-01,2011,5,0.6
2011-05-01,2011,5,0.4
2011-06-01,2011,6,0.2
2011-06-01,2011,6,0.4
2011-07-01,2011,7,1.0
2011-07-01,2011,7,1.6
2011-08-01,2011,8,0.4
2011-08-01,2011,8,0.7
2011-09-01,2011,9,1.7
2011-09-01,2011,9,1.0
2011-10-01,2011,10,1.2
2011-10-01,2011,10,0.8
2011-11-01,2011,11,1.8
2011-11-01,2011,11,1.1
2011-12-01,2011,12,4.1
2011-12-01,2011,12,2.5
2012-01-01,2012,1,1.8
2012-01-01,2012,1,1.1
2012-02-01,2012,2,0.8
2012-02-01,2012,2,0.5
2012-03-01,2012,3,0.7
2012-03-01,2012,3,1.2
2012-04-01,2012,4,-0.4
2012-04-01,2012,4,-0.3
2012-05-01,2012,5,0.1
2012-05-01,2012,5,0.0
2012-06-01,2012,6,-0.7
2012-06-01,2012,6,-0.4
2012-07-01,2012,7,-0.0
2012-07-01,2012,7,-0.1
2012-08-01,2012,8,-0.3
2012-08-01,2012,8,-0.2
2012-09-01,2012,9,0.2
2012-09-01,2012,9,0.4
2012-10-01,2012,10,0.3
2012-10-01,2012,10,0.5
2012-11-01,2012,11,0.3
2012-11-01,2012,11,0.4
2012-12-01,2012,12,-1.0
2012-12-01,2012,12,-0.6
2013-01-01,2013,1,-0.1
2013-01-01,2013,1,-0.1
2013-02-01,2013,2,-0.2
2013-02-01,2013,2,-0.4
2013-03-01,2013,3,2.5
2013-03-01,2013,3,1.5
2013-04-01,2013,4,0.2
2013-04-01,2013,4,0.4
2013-05-01,2013,5,0.8
2013-05-01,2013,5,1.3
2013-06-01,2013,6,1.2
2013-06-01,2013,6,2.0
2013-07-01,2013,7,0.8
2013-07-01,2013,7,1.3
2013-08-01,2013,8,0.2
2013-08-01,2013,8,0.3
2013-09-01,2013,9,0.3
2013-09-01,2013,9,0.5
2013-10-01,2013,10,-0.1
2013-10-01,2013,10,-0.1
2013-11-01,2013,11,0.7
2013-11-01,2013,11,1.2
2013-12-01,2013,12,0.1
2013-12-01,2013,12,0.1
2014-01-01,2014,1,2.4
2014-01-01,2014,1,1.4
2014-02-01,2014,2,0.1
2014-02-01,2014,2,0.1
2014-03-01,2014,3,-1.5
2014-03-01,2014,3,-0.9
2014-04-01,2014,4,1.3
2014-04-01,2014,4,0.8
2014-05-01,2014,5,0.5
2014-05-01,2014,5,0.9
2014-06-01,2014,6,0.3
2014-06-01,2014,6,0.2
2014-07-01,2014,7,-0.2
2014-07-01,2014,7,-0.3
2014-08-01,2014,8,-1.2
2014-08-01,2014,8,-0.7
2014-09-01,2014,9,-0.7
2014-09-01,2014,9,-1.2
2014-10-01,2014,10,-1.0
2014-10-01,2014,10,-0.6
2014-11-01,2014,11,-1.5
2014-11-01,2014,11,-0.9
2014-12-01,2014,12,-0.9
2014-12-01,2014,12,-0.6
2015-01-01,2015,1,-1.4
2015-01-01,2015,1,-0.8
2015-02-01,2015,2,0.4
2015-02-01,2015,2,0.2
2015-03-01,2015,3,-0.7
2015-03-01,2015,3,-1.2
2015-04-01,2015,4,-0.1
2015-04-01,2015,4,-0.0
2015-05-01,2015,5,-0.7
2015-05-01,2015,5,-1.2
2015-06-01,2015,6,-0.6
2015-06-01,2015,6,-0.9
2015-07-01,2015,7,-1.1
2015-07-01,2015,7,-1.9
2015-08-01,2015,8,-2.4
2015-08-01,2015,8,-1.4
2015-09-01,2015,9,-2.7
2015-09-01,2015,9,-1.6
2015-10-01,2015,10,-2.8
2015-10-01,2015,10,-1.7
2015-11-01,2015,11,-0.5
2015-11-01,2015,11,-0.8
2015-12-01,2015,12,-0.9
2015-12-01,2015,12,-0.6
2016-01-01,2016,1,-3.6
2016-01-01,2016,1,-2.2
2016-02-01,2016,2,-2.0
2016-02-01,2016,2,-3.2
2016-03-01,2016,3,-0.1
2016-03-01,2016,3,-0.1
2016-04-01,2016,4,-2.0
2016-04-01,2016,4,-1.2
2016-05-01,2016,5,0.7
2016-05-01,2016,5,0.4
2016-06-01,2016,6,1.1
2016-06-01,2016,6,0.6
2016-07-01,2016,7,0.4
2016-07-01,2016,7,0.7
2016-08-01,2016,8,0.7
2016-08-01,2016,8,1.2
2016-09-01,2016,9,1.2
2016-09-01,2016,9,2.0
2016-10-01,2016,10,-0.4
2016-10-01,2016,10,-0.3
2016-11-01,2016,11,-0.2
2016-11-01,2016,11,-0.1
2016-12-01,2016,12,0.5
2016-12-01,2016,12,0.3
2017-01-01,2017,1,0.3
2017-01-01,2017,1,0.2
2017-02-01,2017,2,-0.1
2017-02-01,2017,2,-0.1
2017-03-01,2017,3,0.9
2017-03-01,2017,3,1.5
2017-04-01,2017,4,-0.2
2017-04-01,2017,4,-0.3
2017-05-01,2017,5,0.4
2017-05-01,2017,5,0.3
2017-06-01,2017,6,-0.7
2017-06-01,2017,6,-0.4
2017-07-01,2017,7,1.3
2017-07-01,2017,7,0.8
2017-08-01,2017,8,0.5
2017-08-01,2017,8,0.9
2017-09-01,2017,9,0.6
2017-09-01,2017,9,1.0
2017-10-01,2017,10,0.9
2017-10-01,2017,10,1.5
2017-11-01,2017,11,0.9
2017-11-01,2017,11,1.5
2017-12-01,2017,12,-0.1
2017-12-01,2017,12,-0.2
2018-01-01,2018,1,1.8
2018-01-01,2018,1,1.1
2018-02-01,2018,2,-0.8
2018-02-01,2018,2,-0.5
2018-03-01,2018,3,1.5
2018-03-01,2018,3,2.4
2018-04-01,2018,4,0.8
2018-04-01,2018,4,0.5
2018-05-01,2018,5,0.4
2018-05-01,2018,5,0.6
2018-06-01,2018,6,-0.1
2018-06-01,2018,6,-0.2
2018-07-01,2018,7,0.2
2018-07-01,2018,7,0.4
2018-08-01,2018,8,-0.5
2018-08-01,2018,8,-0.3
2018-09-01,2018,9,-0.9
2018-09-01,2018,9,-1.5
2018-10-01,2018,10,0.6
2018-10-01,2018,10,0.4
2018-11-01,2018,11,-0.1
2018-11-01,2018,11,-0.1
2018-12-01,2018,12,1.0
2018-12-01,2018,12,1.7
2019-01-01,2019,1,-0.0
2019-01-01,2019,1,-0.1
2019-02-01,2019,2,-2.3
2019-02-01,2019,2,-1.4
2019-03-01,2019,3,-0.3
2019-03-01,2019,3,-0.5
2019-04-01,2019,4,0.2
2019-04-01,2019,4,0.1
2019-05-01,2019,5,-0.7
2019-05-01,2019,5,-0.4
2019-06-01,2019,6,-0.7
2019-06-01,2019,6,-0.5
2019-07-01,2019,7,-0.6
2019-07-01,2019,7,-0.4
2019-08-01,2019,8,-0.2
2019-08-01,2019,8,-0.1
2019-09-01,2019,9,-1.9
2019-09-01,2019,9,-1.2
2019-10-01,2019,10,-0.4
2019-10-01,2019,10,-0.6
2019-11-01,2019,11,-0.8
2019-11-01,2019,11,-1.4
2019-12-01,2019,12,-0.9
2019-12-01,2019,12,-0.6
2020-01-01,2020,1,0.2
2020-01-01,2020,1,0.3
2020-02-01,2020,2,-0.1
2020-02-01,2020,2,-0.1
2020-03-01,2020,3,-0.2
2020-03-01,2020,3,-0.1
2020-04-01,2020,4,0.3
2020-04-01,2020,4,0.2
2020-05-01,2020,5,0.7
2020-05-01,2020,5,0.4
2020-06-01,2020,6,-0.6
2020-06-01,2020,6,-0.4
2020-07-01,2020,7,0.4
2020-07-01,2020,7,0.7
2020-08-01,2020,8,1.8
2020-08-01,2020,8,1.1
2020-09-01,2020,9,0.9
2020-09-01,2020,9,1.5
2020-10-01,2020,10,0.5
2020-10-01,2020,10,0.8
2020-11-01,2020,11,0.7
2020-11-01,2020,11,1.1
2020-12-01,2020,12,3.0
2020-12-01,2020,12,1.8
2021-01-01,2021,1,3.2
2021-01-01,2021,1,1.9
2021-02-01,2021,2,2.5
2021-02-01,2021,2,1.5
2021-03-01,2021,3,0.4
2021-03-01,2021,3,0.6
2021-04-01,2021,4,0.3
2021-04-01,2021,4,0.6
2021-05-01,2021,5,0.8
2021-05-01,2021,5,0.5
2021-06-01,2021,6,0.4
2021-06-01,2021,6,0.7
2021-07-01,2021,7,2.3
2021-07-01,2021,7,1.4
2021-08-01,2021,8,1.0
2021-08-01,2021,8,0.6
2021-09-01,2021,9,1.3
2021-09-01,2021,9,0.8
2021-10-01,2021,10,1.2
